FILE_NAME,SIMPLE,BITPIX,NAXIS,NAXIS1,NAXIS2,DATE-OBS,OBJECT,UT,UT-END,UT-STR,HST,HST-END,HST-STR,MJD,MJD-END,MJD-STR,FRAMEID,EXPTIME,DATA-TYP,OBSERVAT,TELESCOP,INSTRUME,TIMESYS,PROP-ID,OBSERVER,OBS-ALOC,OBS-MOD,RADESYS,LONPOLE,RA,DEC,EQUINOX,TELFOCUS,FOC-VAL,AIRMASS,ZD,AZIMUTH,ALTITUDE,FOC-POS,AUTOGUID,M2-TYPE,OUT-HUM,OUT-PRS,OUT-TMP,OUT-WND,U_CAMERA,U_AQTINT,U_AQNCYC,U_FLCOFF,U_AQSDEL,U_AQDTIM,U_HWPANG,U_NLOOPS,U_LOOPIT,U_NPOLST,U_PLSTIT,U_ORGDIR,U_OGFNAM,U_OGFNUM,U_EMGAIN,U_QWP1,U_QWP2,U_FILTER,U_MASK,U_MANGLE,U_AOHWP,D_SADC,D_SADCA1,D_SADCA2,D_SADCDC,D_SADCFC,D_SADCMD,D_SADCPA,D_SADCP,D_SADCRA,D_SADCST,D_BS1,D_BS1P,D_BS1S,D_BS2,D_BS2P,D_BS2S,D_ENSHUT,D_BNCHI,D_BNCHO,D_BNCTI,D_BNCTO,D_IMRANG,D_IMRDEC,D_IMRMOD,D_IMRPAD,D_IMRPAP,D_IMRRA,D_IMR,D_ADFG,D_DMCMTX,D_DMGAIN,D_HDFG,D_HTTG,D_LDFG,D_LOOP,D_LTTG,D_PSUBG,D_STTG,D_TTCMTX,D_TTGAIN,D_WTTG,DATE,U_FLCSTT,OG_FRMID,DETECTOR,DETGAIN,RET-ANG1,RETPLAT1,U_FLCANG,TINT,PA-STR,PA-END,PA,DEROTANG,WCSAXES,CRPIX1,CRPIX2,PC1_1,PC1_2,PC2_1,PC2_2,CDELT1,CDELT2,CUNIT1,CUNIT2,CTYPE1,CTYPE2,CRVAL1,CRVAL2,LATPOLE,MJDREF,DPP_BACK,COL_METH,MODEL,MOD_AMP,MOD_X,MOD_Y,PHOTFLUX,PHOTRAD,MEDFLUX,SUMFLUX,PEAKFLUX,MAX_X,MAX_Y,MAX_PIXEL_VALUE,R_15_TOTAL_COUNTS,NORM_I,DOUBLE_DIFFERENCE,DOUBLE_SUM,Q,U,Q_sem,U_sem,SCIENCE_REGION_MAX_RADIUS,APPENDIX_D_APERTURE_RADIUS,BACKGROUND_ANNULUS_INNER_RADIUS,BACKGROUND_ANNULUS_OUTER_RADIUS,BACKGROUND_ANNULUS_WIDTH,R_88_RAW_TOTAL_COUNTS,R_88_TOTAL_COUNTS,R_88_ANNULUS_R_88_TO_113_BACKGROUND_PER_PIXEL,R_88_ANNULUS_R_88_TO_113_BACKGROUND_TOTAL_COUNTS,R_88_TOTAL_COUNTS_NOISE,R_88_ANNULUS_R_88_TO_113_SNR,DOUBLE_DIFFERENCE_ERRS,APPENDIX_D_Q_OVER_I,APPENDIX_D_U_OVER_I
VDATA20220128A_00000385_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:11.690,07:33:19.622,07:33:03.758,21:33:11.696,21:33:19.629,21:33:03.764,59607.3147105,59607.314803,59607.314618,VTMP00000385,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.14,2000.0,NS_IR,-0.12,1.003,4.37055,345.41704,85.62945,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,1.0,10000.0,750.0,0.0,100000.0,10000.0,45.0,2.0,2.0,4.0,2.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,5,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.23103,141.23102,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-54.093,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:24,2,VMPA00016533,iXon Ultra 897 - VAMPIRES 1.0,50.0,45.0,HWP(NIR),45,7.49,161.7376189140196,160.9662793143866,161.3511163687652,82.7511163687652,2,128.5,128.5,0.1261796405793,0.99200740839133,-0.99200740839133,0.1261796405793,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040038888889,24.040038888889,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,4793.81080567033,182.523705427783,182.2099063201109,919482.4098254396,30,23.41645622253418,3003245.75,8364.11328125,182.0,183.0,8364.11328125,480921.7749615928,0,0.0,0.0,0.0,0.0,0,0,119.0,88,88,113,25,2248540.0400600433,1670946.255569458,23.756582260131836,577593.7844905853,1602.4968889542697,1042.714196256478,0.0,,
VDATA20220128A_00000386_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:11.690,07:33:19.622,07:33:03.758,21:33:11.696,21:33:19.629,21:33:03.764,59607.3147105,59607.314803,59607.314618,VTMP00000386,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.14,2000.0,NS_IR,-0.12,1.003,4.37055,345.41704,85.62945,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,2.0,10000.0,750.0,0.0,100000.0,10000.0,45.0,2.0,2.0,4.0,2.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,5,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.23103,141.23102,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-54.093,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:27,1,VMPA00016533,iXon Ultra 897 - VAMPIRES 2.0,50.0,45.0,HWP(NIR),45,7.49,161.7376189140196,160.9662793143866,161.3511163687652,82.7511163687652,2,128.5,128.5,0.1261796405793,0.99200740839133,-0.99200740839133,0.1261796405793,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040038888889,24.040038888889,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,6240.641155256935,182.5412036884735,182.1916231192677,1226634.815236205,30,29.45693588256836,3925139.75,11024.0458984375,182.0,183.0,11024.0458984375,641046.0793682951,0,0.0,0.0,0.0,0.0,0,0,120.0,88,88,113,25,2971664.3124809265,2237367.4537391663,30.201820373535156,734296.8587417603,1876.985930654887,1192.0001195525963,0.0,,
VDATA20220128A_00000387_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:11.690,07:33:19.622,07:33:03.758,21:33:11.696,21:33:19.629,21:33:03.764,59607.3147105,59607.314803,59607.314618,VTMP00000387,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.14,2000.0,NS_IR,-0.12,1.003,4.37055,345.41704,85.62945,Nasmyth-IR,OFF,IR,25.8,622.1,271.55,4.7,2.0,10000.0,750.0,0.0,100000.0,10000.0,45.0,2.0,2.0,4.0,2.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,5,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.23103,141.23102,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-54.093,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:27,2,VMPA00016533,iXon Ultra 897 - VAMPIRES 2.0,50.0,45.0,HWP(NIR),45,7.49,161.7376189140196,160.9662793143866,161.3511163687652,82.7511163687652,2,128.5,128.5,0.1261796405793,0.99200740839133,-0.99200740839133,0.1261796405793,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040038888889,24.040038888889,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,6433.557424308092,182.561090115515,182.1865655936446,1250784.094838867,30,29.78784942626953,3998133.25,11182.373046875,182.0,183.0,11182.373046875,654688.1363424562,0,0.0,0.0,0.0,0.0,0,0,121.0,88,88,113,25,3028458.4062423706,2282846.9791707993,30.66719150543213,745611.4270715714,1897.7224303422934,1202.9403998555472,0.0,,
VDATA20220128A_00000388_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:40.920,07:33:48.849,07:33:32.990,21:33:40.926,21:33:48.856,21:33:32.997,59607.3150465,59607.315139,59607.314954,VTMP00000388,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.648,24:02:24.23,2000.0,NS_IR,-0.12,1.003,4.40094,344.0101,85.59906,Nasmyth-IR,OFF,IR,25.7,622.1,271.55,4.8,1.0,10000.0,750.0,0.0,100000.0,10000.0,22.5,2.0,2.0,4.0,3.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,6,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.24604,141.24603,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-55.529,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:53,1,VMPA00016537,iXon Ultra 897 - VAMPIRES 1.0,50.0,22.5,HWP(NIR),45,7.49,160.3416589574206,159.5827045841406,159.9613111783035,81.36131117830351,2,128.5,128.5,0.15020296440071,0.98865518229828,-0.98865518229828,0.15020296440071,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861033333333,24.040063888889,24.040063888889,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,4223.296188899114,182.5875744072801,182.3259565666392,914639.8910400388,30,23.78023147583008,3060588.0,7467.95751953125,182.0,183.0,7467.95751953125,470910.9796729761,"(-0.0010594071890633883, 0.0)",-0.0011848679202311706,-0.1403386456076995,0.0,0.0,0,0,121.0,88,88,113,25,2257289.701652527,1662441.6392669678,24.46625518798828,594848.0623855591,1625.0917633660215,1022.9832411577696,0.000457802151951034,,
VDATA20220128A_00000389_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:40.920,07:33:48.849,07:33:32.990,21:33:40.926,21:33:48.856,21:33:32.997,59607.3150465,59607.315139,59607.314954,VTMP00000389,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.648,24:02:24.23,2000.0,NS_IR,-0.12,1.003,4.40094,344.0101,85.59906,Nasmyth-IR,OFF,IR,25.7,622.1,271.55,4.8,1.0,10000.0,750.0,0.0,100000.0,10000.0,22.5,2.0,2.0,4.0,3.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,6,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.24604,141.24603,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-55.529,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:53,2,VMPA00016537,iXon Ultra 897 - VAMPIRES 1.0,50.0,22.5,HWP(NIR),45,7.49,160.3416589574206,159.5827045841406,159.9613111783035,81.36131117830351,2,128.5,128.5,0.15020296440071,0.98865518229828,-0.98865518229828,0.15020296440071,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861033333333,24.040063888889,24.040063888889,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,4117.547572233972,182.5799609161358,182.311895491697,904056.3886840822,30,23.63872528076172,3016043.75,7468.65576171875,182.0,183.0,7468.65576171875,466106.916843747,0,0.0,0.0,0.0,0.0,0,0,120.0,88,88,113,25,2229709.879758835,1640935.9401435852,24.2164249420166,588773.9396152496,1613.6254853027879,1016.9249030146997,0.0,,
VDATA20220128A_00000390_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:40.920,07:33:48.849,07:33:32.990,21:33:40.926,21:33:48.856,21:33:32.997,59607.3150465,59607.315139,59607.314954,VTMP00000390,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.648,24:02:24.23,2000.0,NS_IR,-0.12,1.003,4.40094,344.0101,85.59906,Nasmyth-IR,OFF,IR,25.7,622.1,271.55,4.8,2.0,10000.0,750.0,0.0,100000.0,10000.0,22.5,2.0,2.0,4.0,3.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,6,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.24604,141.24603,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-55.529,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:57,1,VMPA00016539,iXon Ultra 897 - VAMPIRES 2.0,50.0,22.5,HWP(NIR),45,7.49,160.3416589574206,159.5827045841406,159.9613111783035,81.36131117830351,2,128.5,128.5,0.15020296440071,0.98865518229828,-0.98865518229828,0.15020296440071,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861033333333,24.040063888889,24.040063888889,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,5475.045136283978,182.6559139684806,182.2879482169082,1210313.043582765,30,29.62598419189453,3963755.5,9828.2265625,182.0,183.0,9828.2265625,623792.7288706778,0,0.0,0.0,0.0,0.0,0,0,121.0,88,88,113,25,2957806.189971924,2206266.9481039047,30.911004066467285,751539.2418680191,1895.5224496064204,1163.9360686875568,0.0,,
VDATA20220128A_00000391_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:33:40.920,07:33:48.849,07:33:32.990,21:33:40.926,21:33:48.856,21:33:32.997,59607.3150465,59607.315139,59607.314954,VTMP00000391,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.648,24:02:24.23,2000.0,NS_IR,-0.12,1.003,4.40094,344.0101,85.59906,Nasmyth-IR,OFF,IR,25.7,622.1,271.55,4.8,2.0,10000.0,750.0,0.0,100000.0,10000.0,22.5,2.0,2.0,4.0,3.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,6,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.24604,141.24603,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.29972,+24:02:22.52,ADI,-55.529,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:33:57,2,VMPA00016539,iXon Ultra 897 - VAMPIRES 2.0,50.0,22.5,HWP(NIR),45,7.49,160.3416589574206,159.5827045841406,159.9613111783035,81.36131117830351,2,128.5,128.5,0.15020296440071,0.98865518229828,-0.98865518229828,0.15020296440071,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861033333333,24.040063888889,24.040063888889,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,5300.026453194394,182.6155997040268,182.3010605173379,1194185.689465332,30,29.68304061889648,3897291.0,9506.333984375,182.0,183.0,9506.333984375,616096.4227023362,0,0.0,0.0,0.0,0.0,0,0,119.0,88,88,113,25,2919358.509208679,2175655.183895111,30.58871078491211,743703.3253135681,1881.771964335836,1156.1736624463954,0.0,,
VDATA20220128A_00000392_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:34:12.367,07:34:20.291,07:34:04.443,21:34:12.374,21:34:20.298,21:34:04.450,59607.3154165,59607.315509,59607.315324,VTMP00000392,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.13,2000.0,NS_IR,-0.12,1.003,4.43621,342.53449,85.56379,Nasmyth-IR,OFF,IR,25.6,622.1,271.55,4.8,1.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,2.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,7,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.26504,141.26399,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.28274,+24:02:22.52,ADI,-57.042,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:34:24,1,VMPA00016541,iXon Ultra 897 - VAMPIRES 1.0,50.0,67.5,HWP(NIR),45,7.49,158.8308032017152,158.0860672916454,158.4575288535741,79.85752885357411,2,128.5,128.5,0.17609645199454,0.98437291693491,-0.98437291693491,0.17609645199454,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040036111111,24.040036111111,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,6114.981655394276,182.4872251798318,182.2139999950969,1126118.561140747,30,22.34597778320312,3223803.5,10469.740234375,183.0,183.0,10469.740234375,625570.5250372395,"(0.03159872914471963, 0.0)",0.014629429724738185,-0.13818350663681928,0.0,0.0,0,0,119.0,88,88,113,25,2486296.4924087524,1930208.171514511,22.87205696105957,556088.3208942413,1687.3184615347031,1143.9501288683152,0.00041243588228473524,,
VDATA20220128A_00000393_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:34:12.367,07:34:20.291,07:34:04.443,21:34:12.374,21:34:20.298,21:34:04.450,59607.3154165,59607.315509,59607.315324,VTMP00000393,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.13,2000.0,NS_IR,-0.12,1.003,4.43621,342.53449,85.56379,Nasmyth-IR,OFF,IR,25.6,622.1,271.55,4.8,1.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,2.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,7,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.26504,141.26399,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.28274,+24:02:22.52,ADI,-57.042,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:34:24,2,VMPA00016541,iXon Ultra 897 - VAMPIRES 1.0,50.0,67.5,HWP(NIR),45,7.49,158.8308032017152,158.0860672916454,158.4575288535741,79.85752885357411,2,128.5,128.5,0.17609645199454,0.98437291693491,-0.98437291693491,0.17609645199454,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040036111111,24.040036111111,0.0,master_dark_em50_00010ms_256x256_cam1.fits,median,gaussian,5947.733426508041,182.517118586787,182.2002246503143,1074519.210481567,30,21.78841400146484,3091273.75,10340.671875,182.0,183.0,10340.671875,594423.7577423058,0,0.0,0.0,0.0,0.0,0,0,118.0,88,88,113,25,2380908.25916481,1841115.40042305,22.201820373535156,539792.8587417603,1646.1089891339177,1118.4650667582666,0.0,,
VDATA20220128A_00000394_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:34:12.367,07:34:20.291,07:34:04.443,21:34:12.374,21:34:20.298,21:34:04.450,59607.3154165,59607.315509,59607.315324,VTMP00000394,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.13,2000.0,NS_IR,-0.12,1.003,4.43621,342.53449,85.56379,Nasmyth-IR,OFF,IR,25.6,622.1,271.55,4.8,2.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,2.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,7,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.26504,141.26399,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.28274,+24:02:22.52,ADI,-57.042,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:34:28,1,VMPA00016543,iXon Ultra 897 - VAMPIRES 2.0,50.0,67.5,HWP(NIR),45,7.49,158.8308032017152,158.0860672916454,158.4575288535741,79.85752885357411,2,128.5,128.5,0.17609645199454,0.98437291693491,-0.98437291693491,0.17609645199454,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040036111111,24.040036111111,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,7600.060758369119,182.526134194683,182.1730748087255,1439703.719614869,30,27.14888763427734,4048235.5,13285.9775390625,182.0,183.0,13285.9775390625,797216.8509318938,0,0.0,0.0,0.0,0.0,0,0,119.0,88,88,113,25,3154256.241405487,2470882.904773712,28.107322692871094,683373.3366317749,1924.5989726838748,1283.8429926666947,0.0,,
VDATA20220128A_00000395_calib_collapsed_analyzed.fits,True,-32,2,366,366,2022-01-28,HD36819,07:34:12.367,07:34:20.291,07:34:04.443,21:34:12.374,21:34:20.298,21:34:04.450,59607.3154165,59607.315509,59607.315324,VTMP00000395,0.01,ACQUISITION,NAOJ,Subaru,VAMPIRES,UTC,o21156,"""[Summit] Millar-Blancher, Zhang [Hilo] Guyon, Deo, Vievard, Ah""",Observation,IMAG_POL,ICRS,180.0,5:35:26.651,24:02:24.13,2000.0,NS_IR,-0.12,1.003,4.43621,342.53449,85.56379,Nasmyth-IR,OFF,IR,25.6,622.1,271.55,4.8,2.0,10000.0,750.0,0.0,100000.0,10000.0,67.5,2.0,2.0,4.0,4.0,/mnt/data/20220128/,HD36819_04_20220128_675-50_EmptySlot_0,7,50.0,152.0,165.0,675-50,EmptySlot,1.0,T,IN,143.26504,141.26399,+24:02:23,1.0,ADI,-39.0,163.025,05:35:27.1,SYNC,SCEXAO,348.72,35708928.0,MIRROR,152.63,15629312.0,OPEN,13.0,100.0,10.6,0.0,107.28274,+24:02:22.52,ADI,-57.042,-39.0,05:35:27.130,TRACK,0.0,ao188cmtx.oct,10.0,1.0,1.0,0.0,ON,0.0,0.01,0.0,ao188ttctrl.oct,0.001,0.0,2022-01-28T07:34:28,2,VMPA00016543,iXon Ultra 897 - VAMPIRES 2.0,50.0,67.5,HWP(NIR),45,7.49,158.8308032017152,158.0860672916454,158.4575288535741,79.85752885357411,2,128.5,128.5,0.17609645199454,0.98437291693491,-0.98437291693491,0.17609645199454,-1.7333333333333e-06,1.7333333333333e-06,deg,deg,RA---TAN,DEC--TAN,83.861045833333,24.040036111111,24.040036111111,0.0,master_dark_em50_00010ms_256x256_cam2.fits,median,gaussian,7841.29534465825,182.5733098188648,182.1836601125212,1459604.185273437,30,27.62100982666016,4111812.75,13949.0859375,182.0,183.0,13949.0859375,807915.3147649746,0,0.0,0.0,0.009911358236097147,0.007907148822484679,0,0,119.0,88,88,113,25,3203076.84768486,2509827.39820385,28.513529777526855,693249.4494810104,1942.1666657884648,1292.282193086107,0.0,,
